,,,,,,,,,
Pavel_Dydovic-Blaznova_ukolebavka,,26.5602,25.9331,12.9492,25.9353,15.9961,15.4432,16.9102,16.947
Howard_Goodall-Red_Dwarf_Theme,,26.2555,25.8873,12.9492,25.8976,15.9961,15.4065,16.9102,16.947
Die_Toten_Hosen-Tage_Wie_Diese,,11.4258,26.9159,13.4586,26.9173,6.96016,16.062,11.9352,16.9848
Chinaski-Kapela,,11.9352,26.9789,15.082,26.9787,7.26484,16.0673,12.4445,16.9919
"Karel_Kryl-Hle,_jak_se_perou",,25.5461,26.0274,13.0539,26.0346,15.6914,15.5064,16.9102,17.0212
Pokac-Kebaby,,22.2945,27.0225,14.4727,27.0218,13.5586,16.1009,19.043,17.0425
El_Cuarteto_de_Nos-No_quiero_ser_normal,,13.6633,27.0968,13.5586,27.1176,8.37891,16.1078,14.168,17.0478
Chinaski-Moc_toho_nevim,,18.943,26.2144,13.1539,26.2324,11.5305,15.6352,17.1148,17.1521
Scorpions-Wind_of_Change,,20.4664,26.2927,13.1539,26.269,12.5445,15.6087,17.1148,17.1521
Luis_Fonsi-Despacito,,9.90234,27.2315,13.5586,27.2334,5.94141,16.2322,10.207,17.1541
"Jezek_+_Voskovec_+_Werich-Holduj_tanci,_pohybu",,15.5914,27.2656,13.5586,27.2334,9.49766,16.2429,16.2008,17.1697
Elvis_Presley-In_The_Ghetto,,14.068,27.3956,13.7633,27.4096,8.58359,16.2479,14.6773,17.2468
Epy_De_Mye-Nad_ranem,,25.5461,26.3714,13.2539,26.3952,15.6914,15.7289,17.2148,17.2523
Curly_Strings-Kauges_Kulas,,22.8039,26.454,13.2539,26.4676,13.8633,15.7368,17.2148,17.29
Chinaski-Venku_je_na_nule,,17.5195,27.4915,13.4586,27.5041,10.7164,16.3875,17.5195,17.324
Folk-Hej_sokoły,,14.7773,27.6342,13.7633,27.6448,8.98828,16.421,15.3867,17.3835
Karel_Kryl-Bacil,,20.7711,26.5976,13.2539,26.5845,12.6445,15.8624,17.4195,17.4195
Kabat-Kruty_krtek_Joy,,27.2695,26.6627,13.3586,26.6792,16.5055,15.8984,17.4195,17.4575
Janek_Ledecky-Jenom_laska,,26.4602,26.8033,13.3586,26.7909,16.2008,15.9346,17.4195,17.4956
Nightwork-Maja,,27.5742,26.9231,13.4586,26.915,16.6055,15.9947,17.5195,17.596
Marta_Kubisova-Nechte_zvony_znit,,27.4742,26.8628,13.4586,26.879,16.6055,16.0316,17.5195,17.596
Elvis_Presley-I_Can't_Help_Falling_In_Love_With_You,,27.5742,26.9231,13.4586,26.915,16.6055,15.9947,17.5195,17.596
Kabat-Kdo_vi_jestli,,13.2539,28.0605,13.968,28.0957,8.07422,16.7034,13.8633,17.6478
Johnny_Cash-I_Walk_the_Line,,23.6133,26.9921,13.5586,27.002,14.4727,16.085,17.6242,17.6626
Honza_Jicha-Matfyzak,,16.6055,28.1143,13.968,28.0957,10.207,16.6808,17.3195,17.6787
Jezek_+_Voskovec_+_Werich-Babicka_Mary,,8.27891,28.1163,15.9961,28.1131,5.02734,16.7866,8.68359,17.7273
Pokac-Co_z_tebe_bude,,18.0289,28.4988,14.168,28.498,11.0211,16.9343,18.5383,17.8921
Olympic-Jasna_zprava,,22.5992,28.4718,16.5055,28.5095,13.8633,16.9846,21.5852,17.9404
Karel_Gott-Trezor,,22.2945,28.5483,14.168,28.5367,13.5586,16.9989,18.6383,17.9481
Simple_Plan-Welcome_to_My_Life,,11.9352,28.4984,14.168,28.4984,7.26484,16.9866,12.4445,17.9574
Zalman_&_Spol.-Sejdeme_se_v_panu,,14.7773,28.5616,14.2727,28.5455,8.98828,17.0006,15.3867,17.985
The_Beatles-Let_It_Be,,19.857,28.6098,14.168,28.6164,12.0352,17.0031,18.6383,17.9886
Haloo_Helsinki!-Ei_Suomalaiset_Tanssi,,9.29297,28.6487,14.2727,28.668,5.63672,17.0348,9.80234,18.0253
Zluty_pes-Modra,,27.8789,27.643,13.7633,27.6411,17.0148,16.4267,18.0289,18.0289
Lucie-Sen,,21.3805,28.6295,15.5914,28.6182,12.9492,17.062,20.3664,18.0446
Olympic-Okno_me_lasky,,24.5273,27.6325,13.8633,27.6488,15.082,16.496,18.0289,18.1076
Chinaski-1._signalni,,27.9836,27.7077,13.7633,27.7198,17.1148,16.446,18.0289,18.1076
Lidova_pisen-Buraky,,25.5461,27.7572,13.8633,27.7661,15.6914,16.5609,18.1289,18.1684
Richard_Muller-Srdce_jako_knize_Rohan,,14.7773,28.9805,14.4727,28.9873,8.98828,17.201,15.3867,18.2179
Sverak_&_Uhlir-Barbora_pise_z_tabora,,14.168,28.9127,14.4727,28.9043,8.68359,17.2437,14.7773,18.2349
Folk-Sakkijarven_Polkka,,11.6305,29.0566,14.4727,29.0693,7.06016,17.2643,12.0352,18.2791
Bob_Dylan-Mr._Tambourine_Man,,8.07422,29.0673,15.2867,29.0447,4.92734,17.3079,8.37891,18.285
Harlej-Svarak,,25.5461,28.017,14.068,28.0164,15.6914,16.687,18.3336,18.3336
Penk_&_Pergner-O_blaznech,,25.1367,28.0893,13.968,28.0537,15.3867,16.6988,18.3336,18.3336
Tlusta_Berta-Blazniva_Zuzana,,14.7773,29.3478,14.5773,29.3213,8.98828,17.4385,15.3867,18.4225
Kabat-Burlaci,,15.9961,29.3262,15.2867,29.3239,9.80234,17.4774,16.6055,18.483
Blink-182-All_the_Small_Things,,17.1148,29.4293,14.6773,29.4385,10.5117,17.4922,17.8242,18.4921
Klic-Omnia_Vincit_Amor,,16.6055,29.4047,14.6773,29.3964,10.107,17.5249,17.2148,18.5101
Devitka-Burcak,,17.8242,29.456,14.6773,29.4805,10.8164,17.5146,18.6383,18.5129
Metallica-Nothing_Else_Matters,,13.2539,29.4259,14.6773,29.4385,8.07422,17.5164,13.7633,18.518
"Filmova_hudba-Zabili,_zabili,_balada_pro_banditu",,26.9648,28.3352,15.3867,28.3164,16.5055,16.8678,20.1617,18.5488
Vance_Joy-Riptide,,15.8961,29.4917,14.6773,29.5224,9.70234,17.5312,16.5055,18.5582
Petr_Kunstmuller-Koleje,,18.7383,29.5359,15.8961,29.5274,11.4258,17.6008,19.5523,18.5873
Simple_Plan-Astronaut,,13.3586,29.6967,14.7773,29.6811,8.07422,17.6505,13.8633,18.5918
The_National-Rains_of_Castamere,,29.0977,29.1382,14.168,29.1052,17.5195,17.3409,18.5383,18.6193
Jaroslav_Samson_Lenk-Amazonka,,16.6055,29.6379,14.7773,29.6391,10.207,17.6117,17.3195,18.6227
Zalman_&_Spol.-Tri_prani,,17.5195,29.6195,14.7773,29.6361,10.7164,17.6079,18.1289,18.6336
Zalman_&_Spol.-Ja_pisnicka,,25.5461,29.7264,14.7773,29.7205,15.6914,17.6687,19.3477,18.6733
Loituma-Ievan_Polkka,,15.7961,29.6494,14.7773,29.6391,9.59766,17.6733,16.5055,18.7006
Fesaci-Sefe,,24.4273,29.865,14.882,29.8878,14.982,17.7329,19.4523,18.7742
Pokemon-Gotta_Catch_'em_all!,,17.3195,29.8847,14.882,29.8914,10.5117,17.7732,18.0289,18.7925
Honza_Jicha-Kdybych_byl_gay,,17.9289,30.0237,14.982,30.0034,10.9211,17.8213,18.7383,18.8661
Pavel_Roth-Zahrada_ticha,,26.9648,28.8527,15.6914,28.8371,16.5055,17.2035,20.4664,18.8668
Filmova_hudba-Kralovske_reggae,,17.7242,30.0671,14.982,30.0927,10.8164,17.8581,18.4336,18.903
Noah_and_the_Whale-2_Atoms_in_a_Molecule,,21.0758,28.8817,14.4727,28.9043,12.8492,17.2007,18.843,18.9253
Ready_Kirken-Winston_Smith,,26.6602,28.9642,14.4727,28.9445,16.3008,17.2476,18.943,18.943
Kabat-Saman,,27.3742,28.982,14.4727,28.9866,16.7102,17.2878,18.943,18.9843
Chinaski-Vinari,,14.068,30.1948,15.3867,30.1717,8.58359,17.9826,14.6773,19.0118
Chinaski-Kutil,,25.1367,29.1122,14.4727,29.1099,15.3867,17.3307,19.043,19.043
Argema-Jarosovsky_pivovar,,29.9117,29.2461,14.4727,29.2331,18.0289,17.4058,19.043,19.0845
Lucie-Amerika,,19.957,30.4541,15.3867,30.4686,12.2398,18.1012,20.2617,19.1385
Brontosauri-Vlocky,,25.5461,30.4388,15.5914,30.4043,15.6914,18.1121,20.4664,19.1683
Olympic-Osmy_den,,27.4742,29.4876,14.6773,29.5194,16.8102,17.5211,19.2477,19.2477
Buty-Nad_stadem_koni,,18.6383,30.6855,17.3195,30.669,11.4258,18.2726,19.3477,19.3477
Scorpions-Still_Loving_You,,15.3867,30.9493,15.3867,30.9493,9.29297,18.4121,15.8961,19.453
Akaty-Vdovy_z_Cordoby,,16.6055,30.8827,15.3867,30.8614,10.107,18.4123,17.2148,19.4545
Wise_Guys-Denglish,,8.17891,30.9917,15.082,31.0019,4.92734,18.4776,8.58359,19.5443
Rod_Stewart-Sailing,,25.7461,29.9165,14.982,29.9214,15.6914,17.8176,19.5523,19.5523
Vitor_Kley-O_Sol,,18.0289,31.1295,17.3195,31.1397,11.0211,18.5455,18.7383,19.6129
Honza_Jicha-Nedokonaly_par,,14.4727,31.2474,15.4914,31.2489,8.88828,18.5695,15.082,19.6377
Jelen-Magdalena,,16.5055,31.1525,15.5914,31.1385,10.007,18.5528,17.1148,19.6421
Jiri_Schlinger-Holubi_dum,,18.1289,31.3259,15.5914,31.3142,11.0211,18.6345,18.7383,19.6708
Petr_Novak-Ja_budu_chodit_po_spickach,,23.0039,31.3245,17.1148,31.3403,14.068,18.6391,22.3945,19.6788
Jaromir_Nohavica-Vlastovko_let,,23.3086,30.1212,15.082,30.1212,14.168,17.9347,19.6523,19.6951
Maxim_Turbulenc-Tri_citronky,,21.0758,31.258,15.5914,31.2707,12.8492,18.6291,20.4664,19.71
Nedvedi-Igelit,,21.7852,31.3443,15.5914,31.3142,13.2539,18.6176,20.4664,19.71
Jaromir_Nohavica-Gronska_pisnicka,,22.2945,30.5083,15.2867,30.53,13.5586,18.2085,19.957,19.957
Visaci_zamek-Znamka_Punku,,19.3477,31.705,15.7961,31.6825,11.8352,18.8822,20.1617,19.9813
Jezek_+_Voskovec_+_Werich-Stene,,23.6133,30.5712,15.2867,30.5745,14.4727,18.2104,19.957,20.0005
Karel_Plihal-Muj_gral,,24.0227,31.8494,15.8961,31.8799,14.6773,18.9224,20.7711,20.0019
Kabat-Mala_dama,,15.6914,31.8798,15.8961,31.8376,9.59766,18.9272,16.3008,20.0035
Jan_Nedved-Tulacky_rano,,25.9508,32.0516,15.8961,32.062,15.8961,19.0664,20.8711,20.1436
Nezmari-Boure,,14.3727,32.1117,15.9961,32.1292,8.68359,19.0868,14.982,20.1733
Waldemar_Matuska-Tisic_mil,,23.3086,31.6331,15.7961,31.5933,14.2727,18.8652,20.5664,20.2014
Wanastowy_Vjecy-Naha,,11.4258,32.1751,16.8102,32.1587,6.96016,19.1862,11.9352,20.2578
Wanastowy_Vjecy-Andele,,25.5461,32.222,15.9961,32.2214,15.6914,19.2141,21.0758,20.2969
Jezek_+_Voskovec_+_Werich-V_dome_strasi_duch,,20.0617,32.3191,16.1008,32.2923,12.3398,19.2465,20.4664,20.3744
Wabi_Danek-Rosa_na_kolejich,,18.943,32.3687,16.2008,32.3556,11.6305,19.3077,19.6523,20.3887
Lidova_pisen-To_ta_Hel'pa,,30.5211,31.231,15.4914,31.2023,18.6383,18.5498,20.2617,20.3947
Premier-Hrobar,,23.3086,32.4013,16.7102,32.406,14.2727,19.3075,21.9898,20.4224
Linkin_Park-New_Divide,,11.7305,32.537,16.2008,32.5407,7.16016,19.3397,12.2398,20.4304
Tomas_Klus-Napojen,,16.5055,32.7334,16.3008,32.7416,10.107,19.4766,17.2148,20.5557
Kenny_Rogers-The_Gambler,,11.6305,32.808,16.3008,32.788,7.06016,19.4882,12.0352,20.5991
Zalman_&_Spol.-Rana_v_trave,,20.8711,33.0186,15.4914,33.0427,12.7492,19.6143,20.2617,20.7776
Zdenek_Piskula-Balic_Novodoby,,10.6164,33.1044,16.9102,33.0715,6.45078,19.6821,11.0211,20.7817
Kabat-Corrida,,14.4727,32.9735,16.4055,32.9516,8.88828,19.6578,15.082,20.7964
Inspired_By_Iceland-The_A-O_of_Iceland,,10.5117,33.3902,16.6055,33.4008,6.45078,19.8741,11.0211,21.0446
Peha-Spomal',,21.3805,33.4964,16.6055,33.4963,13.0539,19.9124,21.7852,21.0717
Vlasta_Redl-Vecer_krupavych_srdicek,,13.1539,33.696,18.4336,33.716,7.97422,20.0092,13.5586,21.1709
Wabi_Danek-Hudsonsky_sify,,11.8352,33.741,16.8102,33.7648,7.16016,20.0729,12.3398,21.202
Folk-Bella_Ciao,,18.943,33.8475,18.1289,33.8535,11.5305,20.1785,19.6523,21.3382
Malomocnost_prazdnoty-Maruska,,20.9758,34.0554,16.9102,34.0627,12.8492,20.2164,21.7852,21.4463
At_ziji_duchove-Pramen_zdravi,,36.9195,32.9371,17.9289,32.9544,22.2945,19.6248,23.5133,21.5461
Cechomor-Az_pujdou_cikani,,30.5211,33.3173,17.2148,33.2926,18.6383,19.7715,22.6992,21.7988
Kamelot-Cikani,,34.1773,33.4167,16.6055,33.4441,20.5664,19.8556,21.7852,21.8327
The_Proclaimers-500_Miles,,7.76953,34.7976,14.882,34.791,4.76172,20.6965,8.07422,21.8756
Lenka_Dusilova-Pro_tebe,,21.7852,35.0957,17.4195,35.0848,13.3586,20.8574,22.6992,22.0521
Greenhorns-Divka_s_vlasem_medovym,,11.1211,35.1668,17.5195,35.1892,6.75547,20.967,11.6305,22.1582
Nedvedi-Skladanka,,21.4805,35.6151,17.7242,35.6003,13.1539,21.2487,22.3945,22.4452
Johnny_Cash-Folsom_Prison_Blues,,18.943,35.9458,17.8242,35.9038,11.5305,21.4285,19.6523,22.6641
Karel_Gott-Kdyby_sis_oci_vyplakala,,30.5211,35.1743,17.4195,35.1863,18.6383,20.9308,22.9039,22.9538
Milan_Prouza-ARI_song,,19.6523,36.9994,18.3336,36.9822,11.9352,21.9953,20.3664,23.2534
Marsyas-S_Luisem,,21.2805,36.9914,18.4336,36.9726,12.9492,22.0558,22.0898,23.2995
Jaroslav_Samson_Lenk-Uz_to_nenapravim,,11.9352,37.5107,20.2617,37.5375,7.16016,22.3889,12.3398,23.6646
Vlasta_Redl-Huslicky,,27.3742,36.173,18.0289,36.1621,16.7102,21.5433,23.6133,23.6647
Ewa_Farna-Mels_me_vubec_rad,,18.4336,37.6138,18.6383,37.6506,11.3258,22.389,19.2477,23.6732
Epy_de_Mye-Zeny_muzu,,11.0211,38.4167,19.043,38.4132,6.75547,22.8463,11.4258,24.1523
Kabat-Bara,,19.3477,38.4232,19.043,38.4681,11.8352,22.8566,20.1617,24.1942
Peha-Za_tebou,,16.8102,38.4937,19.1477,38.5149,10.207,22.9384,17.5195,24.2536
Filmova_hudba-Kdyz_se_nacancam,,11.7305,38.7162,19.2477,38.7155,7.16016,23.0777,12.2398,24.3695
Ozvena-Strom,,10.5117,38.8,19.3477,38.806,6.45078,23.1015,10.9211,24.4346
Kabat-V_pekle_sudy_valej,,14.4727,39.4915,19.6523,39.473,8.88828,23.5147,15.082,24.8938
Chinaski-1970,,15.3867,39.5659,19.957,39.5768,9.39766,23.5786,15.9961,24.9517
Cechomor-Mezi_horami,,27.3742,49.8551,27.4742,49.8502,16.7102,29.6677,28.4883,31.3938
song.id,,Galaxy Tab S7_Compact_font-size_px,Galaxy Tab S7_Scroll_font-size_px,Galaxy Tab S7_Compact_2cols_font-size_px,Galaxy Tab S7_Scroll_2cols_font-size_px,iPhone XR_Compact_font-size_px,iPhone XR_Scroll_font-size_px,Galaxy Z Flip6_Compact_font-size_px,Galaxy Z Flip6_Scroll_font-size_px
